Dimension,Probability,No_of_blocks,Density,Cells_Processed,Shortest_Path_In_Final_Discovered_Grid,Shortest_Path_In_Full_Grid,Outcome,Trajectory_length,Time_taken
101,0.01,114,0.011175374963238898,415,205.0,205.0,1,205.0,0.013001680374145508
101,0.01,97,0.009508871679247133,399,201.0,201.0,1,201.0,0.008010149002075195
101,0.01,104,0.010195078913831977,415,203.0,203.0,1,205.0,0.013929128646850586
101,0.01,82,0.00803842760513675,417,203.0,203.0,1,203.0,0.011004209518432617
101,0.01,108,0.010587197333594745,440,203.0,203.0,1,203.0,0.018946409225463867
101,0.01,90,0.008822664444662289,425,201.0,201.0,1,201.0,0.016954660415649414
101,0.01,111,0.010881286148416823,402,203.0,203.0,1,203.0,0.007993698120117188
101,0.01,96,0.00941084207430644,405,205.0,205.0,1,205.0,0.009970903396606445
101,0.01,101,0.009900990099009901,399,201.0,201.0,1,201.0,0.008009195327758789
101,0.01,86,0.00843054602489952,445,203.0,203.0,1,203.0,0.022967100143432617
101,0.01,86,0.00843054602489952,408,207.0,207.0,1,207.0,0.00797724723815918
101,0.01,107,0.010489167728654054,399,201.0,201.0,1,201.0,0.011967897415161133
101,0.01,111,0.010881286148416823,491,203.0,203.0,1,203.0,0.027894258499145508
101,0.01,103,0.010097049308891284,434,201.0,201.0,1,201.0,0.01493978500366211
101,0.01,93,0.009116753259484365,402,203.0,203.0,1,203.0,0.012981653213500977
101,0.01,86,0.00843054602489952,399,201.0,201.0,1,201.0,0.0069468021392822266
101,0.01,100,0.009802960494069209,402,203.0,203.0,1,203.0,0.007979154586791992
101,0.01,103,0.010097049308891284,433,203.0,203.0,1,203.0,0.01200103759765625
101,0.01,94,0.009214782864425057,461,203.0,203.0,1,203.0,0.029919862747192383
101,0.01,94,0.009214782864425057,470,205.0,205.0,1,205.0,0.017949342727661133
101,0.01,123,0.012057641407705127,481,201.0,201.0,1,203.0,0.016955852508544922
101,0.01,98,0.009606901284187825,402,203.0,203.0,1,203.0,0.005017757415771484
101,0.01,109,0.010685226938535438,405,205.0,205.0,1,205.0,0.01000070571899414
101,0.01,103,0.010097049308891284,399,201.0,201.0,1,201.0,0.008980512619018555
101,0.01,110,0.01078325654347613,407,205.0,205.0,1,207.0,0.00498652458190918
101,0.01,99,0.009704930889128516,402,203.0,203.0,1,203.0,0.005986452102661133
101,0.01,108,0.010587197333594745,405,205.0,205.0,1,205.0,0.005982398986816406
101,0.01,94,0.009214782864425057,405,205.0,205.0,1,205.0,0.010973691940307617
101,0.01,85,0.008332516419958828,409,207.0,207.0,1,207.0,0.007978200912475586
101,0.01,113,0.011077345358298206,405,205.0,205.0,1,205.0,0.009008646011352539
101,0.01,101,0.009900990099009901,399,201.0,201.0,1,201.0,0.0039920806884765625
101,0.01,92,0.009018723654543672,412,201.0,201.0,1,201.0,0.012997865676879883
101,0.01,105,0.01029310851877267,439,201.0,201.0,1,201.0,0.01495814323425293
101,0.01,110,0.01078325654347613,405,205.0,205.0,1,205.0,0.005983114242553711
101,0.01,109,0.010685226938535438,405,205.0,205.0,1,205.0,0.006993293762207031
101,0.01,100,0.009802960494069209,402,203.0,203.0,1,203.0,0.006983041763305664
101,0.01,120,0.01176355259288305,402,203.0,203.0,1,203.0,0.009008646011352539
101,0.01,113,0.011077345358298206,435,201.0,201.0,1,201.0,0.014928579330444336
101,0.01,119,0.01166552298794236,399,201.0,201.0,1,201.0,0.005985736846923828
101,0.01,110,0.01078325654347613,399,201.0,201.0,1,201.0,0.005983114242553711
101,0.01,103,0.010097049308891284,402,203.0,203.0,1,203.0,0.011937141418457031
101,0.01,90,0.008822664444662289,405,205.0,205.0,1,205.0,0.009010553359985352
101,0.01,112,0.010979315753357513,402,203.0,203.0,1,203.0,0.006983041763305664
101,0.01,95,0.009312812469365748,399,201.0,201.0,1,201.0,0.0059850215911865234
101,0.01,95,0.009312812469365748,402,203.0,203.0,1,203.0,0.009941816329956055
101,0.01,106,0.010391138123713362,399,201.0,201.0,1,201.0,0.012923479080200195
101,0.01,113,0.011077345358298206,434,203.0,203.0,1,205.0,0.015942811965942383
101,0.01,75,0.0073522203705519065,407,205.0,205.0,1,205.0,0.010963201522827148
101,0.01,97,0.009508871679247133,408,207.0,207.0,1,207.0,0.007977962493896484
101,0.01,110,0.01078325654347613,402,203.0,203.0,1,203.0,0.006974220275878906
101,0.01,86,0.00843054602489952,411,201.0,201.0,1,201.0,0.011938095092773438
101,0.01,93,0.009116753259484365,402,203.0,203.0,1,203.0,0.007977962493896484
101,0.01,97,0.009508871679247133,405,205.0,205.0,1,205.0,0.010004758834838867
101,0.01,102,0.009999019703950594,402,203.0,203.0,1,203.0,0.008922338485717773
101,0.01,104,0.010195078913831977,402,203.0,203.0,1,203.0,0.014958620071411133
101,0.01,103,0.010097049308891284,399,201.0,201.0,1,201.0,0.0049839019775390625
101,0.01,119,0.01166552298794236,408,207.0,207.0,1,207.0,0.009973287582397461
101,0.01,113,0.011077345358298206,405,205.0,205.0,1,205.0,0.005986928939819336
101,0.01,99,0.009704930889128516,399,201.0,201.0,1,201.0,0.006985664367675781
101,0.01,104,0.010195078913831977,421,205.0,205.0,1,205.0,0.02892279624938965
101,0.01,100,0.009802960494069209,402,203.0,203.0,1,203.0,0.0069806575775146484
101,0.01,95,0.009312812469365748,456,205.0,205.0,1,205.0,0.021973609924316406
101,0.01,92,0.009018723654543672,405,205.0,205.0,1,205.0,0.011966943740844727
101,0.01,103,0.010097049308891284,408,203.0,203.0,1,203.0,0.012966394424438477
101,0.01,118,0.011567493383001667,444,203.0,203.0,1,203.0,0.016954421997070312
101,0.01,104,0.010195078913831977,402,203.0,203.0,1,203.0,0.005984306335449219
101,0.01,93,0.009116753259484365,412,201.0,201.0,1,201.0,0.013001441955566406
101,0.01,90,0.008822664444662289,411,203.0,203.0,1,203.0,0.010003805160522461
101,0.01,104,0.010195078913831977,411,209.0,209.0,1,209.0,0.009973526000976562
101,0.01,109,0.010685226938535438,419,201.0,201.0,1,201.0,0.010940313339233398
101,0.01,120,0.01176355259288305,448,203.0,203.0,1,203.0,0.015957117080688477
101,0.01,107,0.010489167728654054,402,203.0,203.0,1,203.0,0.004986286163330078
101,0.01,112,0.010979315753357513,405,205.0,205.0,1,205.0,0.009008646011352539
101,0.01,112,0.010979315753357513,402,203.0,203.0,1,203.0,0.011007308959960938
101,0.01,101,0.009900990099009901,399,201.0,201.0,1,201.0,0.0069844722747802734
101,0.01,95,0.009312812469365748,405,205.0,205.0,1,205.0,0.0059812068939208984
101,0.01,110,0.01078325654347613,402,203.0,203.0,1,203.0,0.01200556755065918
101,0.01,99,0.009704930889128516,436,201.0,201.0,1,201.0,0.013963699340820312
101,0.01,98,0.009606901284187825,402,203.0,203.0,1,203.0,0.006977558135986328
101,0.01,112,0.010979315753357513,402,203.0,203.0,1,203.0,0.00897669792175293
101,0.01,134,0.01313596706205274,411,207.0,207.0,1,209.0,0.011954545974731445
101,0.01,104,0.010195078913831977,399,201.0,201.0,1,201.0,0.00897526741027832
101,0.01,89,0.008724634839721596,399,201.0,201.0,1,201.0,0.008971214294433594
101,0.01,98,0.009606901284187825,402,203.0,203.0,1,203.0,0.009972333908081055
101,0.01,107,0.010489167728654054,402,203.0,203.0,1,203.0,0.010005950927734375
101,0.01,90,0.008822664444662289,402,203.0,203.0,1,203.0,0.007974386215209961
101,0.01,114,0.011175374963238898,459,203.0,203.0,1,203.0,0.018916606903076172
101,0.01,103,0.010097049308891284,402,203.0,203.0,1,203.0,0.004018306732177734
101,0.01,118,0.011567493383001667,405,205.0,205.0,1,205.0,0.009942293167114258
101,0.01,102,0.009999019703950594,453,203.0,203.0,1,203.0,0.01994800567626953
101,0.01,94,0.009214782864425057,402,203.0,203.0,1,203.0,0.0069615840911865234
101,0.01,91,0.00892069404960298,405,205.0,205.0,1,205.0,0.00799250602722168
101,0.01,114,0.011175374963238898,444,201.0,201.0,1,201.0,0.02198314666748047
101,0.01,99,0.009704930889128516,399,201.0,201.0,1,201.0,0.010970592498779297
101,0.01,94,0.009214782864425057,402,203.0,203.0,1,203.0,0.00997018814086914
101,0.01,119,0.01166552298794236,441,201.0,201.0,1,201.0,0.012964725494384766
101,0.01,107,0.010489167728654054,399,201.0,201.0,1,201.0,0.008011579513549805
101,0.01,97,0.009508871679247133,402,203.0,203.0,1,203.0,0.004986763000488281
101,0.01,97,0.009508871679247133,443,205.0,205.0,1,205.0,0.018953800201416016
101,0.01,96,0.00941084207430644,399,201.0,201.0,1,201.0,0.006977081298828125
101,0.05,540,0.05293598666797373,419,209.0,209.0,1,209.0,0.013992071151733398
101,0.05,564,0.055288697186550335,488,209.0,207.0,1,209.0,0.044910430908203125
101,0.05,510,0.049995098519752965,499,223.0,223.0,1,227.0,0.034905195236206055
101,0.05,468,0.0458778551122439,505,211.0,211.0,1,211.0,0.03490495681762695
101,0.05,503,0.04930889128516812,489,209.0,207.0,1,209.0,0.033919572830200195
101,0.05,498,0.04881874326046466,509,221.0,217.0,1,223.0,0.044878482818603516
101,0.05,503,0.04930889128516812,436,213.0,211.0,1,213.0,0.01994633674621582
101,0.05,555,0.05440643074208411,497,215.0,215.0,1,215.0,0.039443016052246094
101,0.05,469,0.04597588471718459,424,209.0,209.0,1,209.0,0.016976594924926758
101,0.05,531,0.0520537202235075,516,223.0,223.0,1,225.0,0.04946422576904297
101,0.05,532,0.05215174982844819,437,201.0,201.0,1,201.0,0.01795053482055664
101,0.05,487,0.047740417606117046,462,203.0,203.0,1,203.0,0.022902488708496094
101,0.05,495,0.048524654445642586,489,209.0,209.0,1,209.0,0.035935401916503906
101,0.05,524,0.051367512988922656,505,215.0,215.0,1,217.0,0.02779865264892578
101,0.05,484,0.04744632879129497,476,207.0,207.0,1,207.0,0.03291010856628418
101,0.05,460,0.045093618272718364,499,209.0,209.0,1,211.0,0.025642871856689453
101,0.05,492,0.04823056563082051,480,203.0,203.0,1,205.0,0.03988933563232422
101,0.05,514,0.050387216939515735,493,213.0,213.0,1,215.0,0.033905744552612305
101,0.05,521,0.05107342417410058,454,211.0,211.0,1,217.0,0.049865007400512695
101,0.05,487,0.047740417606117046,467,219.0,219.0,1,221.0,0.026931047439575195
101,0.05,543,0.053230075482795805,494,215.0,215.0,1,217.0,0.034888267517089844
101,0.05,484,0.04744632879129497,478,207.0,207.0,1,207.0,0.02089238166809082
101,0.05,487,0.047740417606117046,465,205.0,205.0,1,205.0,0.02988719940185547
101,0.05,479,0.04695618076659151,409,205.0,205.0,1,205.0,0.015926599502563477
101,0.05,539,0.052837957063033035,440,217.0,217.0,1,219.0,0.02695918083190918
101,0.05,487,0.047740417606117046,496,209.0,209.0,1,209.0,0.03670763969421387
101,0.05,569,0.0557788452112538,498,211.0,213.0,1,213.0,0.039888620376586914
101,0.05,538,0.05273992745809234,489,209.0,209.0,1,211.0,0.03589320182800293
101,0.05,524,0.051367512988922656,488,209.0,209.0,1,209.0,0.026043176651000977
101,0.05,546,0.05352416429761788,473,205.0,205.0,1,205.0,0.022905349731445312
101,0.05,503,0.04930889128516812,413,209.0,209.0,1,209.0,0.00897359848022461
101,0.05,487,0.047740417606117046,476,205.0,205.0,1,207.0,0.03886556625366211
101,0.05,504,0.04940692089010881,467,215.0,215.0,1,215.0,0.04245352745056152
101,0.05,478,0.04685815116165082,417,213.0,213.0,1,213.0,0.012039661407470703
101,0.05,485,0.047544358396235664,414,211.0,211.0,1,211.0,0.011968851089477539
101,0.05,503,0.04930889128516812,509,213.0,213.0,1,217.0,0.040924072265625
101,0.05,484,0.04744632879129497,454,213.0,213.0,1,215.0,0.031624555587768555
101,0.05,511,0.05009312812469366,480,207.0,207.0,1,213.0,0.03392195701599121
101,0.05,588,0.05764140770512695,508,221.0,219.0,1,225.0,0.038895606994628906
101,0.05,463,0.04538770708754044,465,205.0,205.0,1,215.0,0.0310366153717041
101,0.05,527,0.05166160180374473,485,207.0,207.0,1,209.0,0.029949426651000977
101,0.05,503,0.04930889128516812,438,209.0,209.0,1,209.0,0.024045467376708984
101,0.05,527,0.05166160180374473,496,211.0,211.0,1,213.0,0.044866085052490234
101,0.05,466,0.045681795902362515,449,211.0,211.0,1,213.0,0.02696084976196289
101,0.05,499,0.048916772865405356,473,219.0,215.0,1,225.0,0.0339052677154541
101,0.05,484,0.04744632879129497,433,209.0,209.0,1,211.0,0.027923107147216797
101,0.05,541,0.053034016272914423,467,209.0,207.0,1,211.0,0.035768747329711914
101,0.05,504,0.04940692089010881,502,211.0,209.0,1,211.0,0.04687356948852539
101,0.05,512,0.050191157729634346,467,205.0,205.0,1,205.0,0.026927709579467773
101,0.05,526,0.05156357219880404,483,203.0,203.0,1,205.0,0.03312873840332031
101,0.05,504,0.04940692089010881,487,213.0,211.0,1,215.0,0.04088997840881348
101,0.05,519,0.05087736496421919,448,211.0,211.0,1,213.0,0.020973920822143555
101,0.05,508,0.04979903930987158,452,207.0,207.0,1,207.0,0.014958381652832031
101,0.05,496,0.04862268405058327,487,205.0,205.0,1,205.0,0.025922298431396484
101,0.05,479,0.04695618076659151,480,209.0,209.0,1,211.0,0.02293682098388672
101,0.05,506,0.049602980099990195,507,207.0,207.0,1,209.0,0.018913745880126953
101,0.05,486,0.04764238800117636,464,201.0,201.0,1,201.0,0.041919708251953125
101,0.05,512,0.050191157729634346,475,205.0,205.0,1,205.0,0.036932945251464844
101,0.05,494,0.04842662484070189,487,207.0,207.0,1,209.0,0.044768571853637695
101,0.05,501,0.04911283207528674,412,209.0,209.0,1,211.0,0.01296377182006836
101,0.05,497,0.04872071365552397,424,209.0,207.0,1,209.0,0.024966001510620117
101,0.05,465,0.04558376629742182,468,205.0,205.0,1,205.0,0.03490304946899414
101,0.05,530,0.05195569061856681,510,211.0,211.0,1,215.0,0.0352175235748291
101,0.05,532,0.05215174982844819,504,205.0,205.0,1,209.0,0.01998114585876465
101,0.05,476,0.04666209195176944,492,203.0,203.0,1,203.0,0.026140213012695312
101,0.05,546,0.05352416429761788,510,213.0,213.0,1,219.0,0.030917882919311523
101,0.05,528,0.051759631408685426,483,207.0,207.0,1,207.0,0.03004169464111328
101,0.05,533,0.052249779433388883,478,209.0,209.0,1,211.0,0.02494359016418457
101,0.05,484,0.04744632879129497,480,207.0,207.0,1,211.0,0.02296924591064453
101,0.05,506,0.049602980099990195,473,207.0,207.0,1,207.0,0.03490495681762695
101,0.05,492,0.04823056563082051,496,211.0,211.0,1,213.0,0.02692866325378418
101,0.05,458,0.044897559062836975,504,213.0,213.0,1,215.0,0.037897586822509766
101,0.05,543,0.053230075482795805,487,215.0,215.0,1,219.0,0.03387308120727539
101,0.05,498,0.04881874326046466,484,211.0,211.0,1,211.0,0.023126840591430664
101,0.05,553,0.05421037153220273,504,209.0,209.0,1,209.0,0.0648946762084961
101,0.05,536,0.05254386824821096,432,209.0,209.0,1,211.0,0.024908781051635742
101,0.05,519,0.05087736496421919,504,213.0,213.0,1,221.0,0.03882479667663574
101,0.05,514,0.050387216939515735,485,205.0,205.0,1,207.0,0.0375666618347168
101,0.05,474,0.04646603274188805,492,211.0,211.0,1,213.0,0.026926517486572266
101,0.05,556,0.0545044603470248,470,213.0,211.0,1,213.0,0.029950618743896484
101,0.05,536,0.05254386824821096,463,205.0,205.0,1,205.0,0.024930953979492188
101,0.05,506,0.049602980099990195,480,209.0,209.0,1,217.0,0.03608369827270508
101,0.05,494,0.04842662484070189,463,217.0,215.0,1,227.0,0.03195047378540039
101,0.05,516,0.050583276149397116,505,213.0,213.0,1,217.0,0.028989076614379883
101,0.05,501,0.04911283207528674,497,211.0,211.0,1,211.0,0.022961854934692383
101,0.05,507,0.04970100970493089,442,207.0,207.0,1,207.0,0.017434120178222656
101,0.05,512,0.050191157729634346,497,211.0,211.0,1,211.0,0.06180167198181152
101,0.05,537,0.052641897853151653,503,215.0,215.0,1,217.0,0.04367828369140625
101,0.05,532,0.05215174982844819,452,211.0,209.0,1,211.0,0.040886878967285156
101,0.05,547,0.053622193902558575,485,209.0,209.0,1,213.0,0.031915903091430664
101,0.05,515,0.05048524654445643,503,211.0,211.0,1,213.0,0.03884720802307129
101,0.05,526,0.05156357219880404,488,205.0,205.0,1,205.0,0.0239715576171875
101,0.05,509,0.04989706891481227,466,211.0,211.0,1,211.0,0.02931833267211914
101,0.05,527,0.05166160180374473,485,209.0,209.0,1,211.0,0.030916213989257812
101,0.05,536,0.05254386824821096,506,213.0,213.0,1,215.0,0.03991580009460449
101,0.05,476,0.04666209195176944,443,207.0,205.0,1,209.0,0.016952991485595703
101,0.05,516,0.050583276149397116,463,215.0,215.0,1,219.0,0.022967100143432617
101,0.05,524,0.051367512988922656,481,209.0,209.0,1,215.0,0.03191494941711426
101,0.05,517,0.05068130575433781,461,205.0,205.0,1,205.0,0.019984006881713867
101,0.05,518,0.050779335359278505,474,205.0,205.0,1,205.0,0.021939516067504883
101,0.09,939,0.09204979903930988,479,207.0,207.0,1,211.0,0.06183314323425293
101,0.09,856,0.08391334182923244,498,211.0,211.0,1,215.0,0.03389763832092285
101,0.09,932,0.09136359180472503,530,221.0,219.0,1,231.0,0.07484579086303711
101,0.09,914,0.08959905891579258,469,209.0,209.0,1,213.0,0.04288172721862793
101,0.09,892,0.08744240760709734,502,209.0,207.0,1,209.0,0.05556988716125488
101,0.09,946,0.09273600627389472,505,,,0,,0.519773006439209
101,0.09,938,0.09195176943436918,519,219.0,217.0,1,223.0,0.0530548095703125
101,0.09,899,0.08812861484168219,483,217.0,217.0,1,223.0,0.04487943649291992
101,0.09,901,0.08832467405156358,521,223.0,223.0,1,235.0,0.04989814758300781
101,0.09,914,0.08959905891579258,515,225.0,211.0,1,243.0,0.060889244079589844
101,0.09,906,0.08881482207626704,484,217.0,217.0,1,223.0,0.03586888313293457
101,0.09,926,0.09077541417508088,497,217.0,217.0,1,221.0,0.041857004165649414
101,0.09,893,0.08754043721203804,462,211.0,211.0,1,213.0,0.055034637451171875
101,0.09,880,0.08626605234780904,487,217.0,217.0,1,227.0,0.06482863426208496
101,0.09,926,0.09077541417508088,526,227.0,225.0,1,233.0,0.06482338905334473
101,0.09,924,0.09057935496519949,499,217.0,217.0,1,221.0,0.04687786102294922
101,0.09,927,0.09087344378002157,494,211.0,209.0,1,211.0,0.061835289001464844
101,0.09,911,0.0893049701009705,510,215.0,215.0,1,225.0,0.046872615814208984
101,0.09,923,0.0904813253602588,482,211.0,211.0,1,213.0,0.052918195724487305
101,0.09,918,0.08999117733555534,470,227.0,225.0,1,235.0,0.0413358211517334
101,0.09,960,0.0941084207430644,503,213.0,213.0,1,217.0,0.03989124298095703
101,0.09,899,0.08812861484168219,547,229.0,229.0,1,239.0,0.07044053077697754
101,0.09,921,0.09028526615037741,527,225.0,221.0,1,237.0,0.06754684448242188
101,0.09,901,0.08832467405156358,529,219.0,219.0,1,227.0,0.06389808654785156
101,0.09,900,0.08822664444662288,519,219.0,217.0,1,229.0,0.057883501052856445
101,0.09,878,0.08606999313792765,487,219.0,217.0,1,221.0,0.03294730186462402
